Date,Open,High,Low,Close,Volume
2024-11-14,88.12,88.85,84.99,85.13,1737078
2024-11-15,83.6,84.45,79.94,81.45,1784788
2024-11-18,81.95,82.025,80.01,80.54,1342160
2024-11-19,79.68,82.97,79.0,82.48,1278100
2024-11-20,81.65,83.12,80.22,82.47,1586756
2024-11-21,86.32,90.51,84.72,85.61,3656638
2024-11-22,85.82,89.64,85.2201,89.09,2309919
2024-11-25,89.61,91.21,86.955,87.2,3294568
2024-11-26,87.59,88.94,86.52,86.98,1144430
2024-11-27,86.13,87.0,82.61,83.77,1478043
2024-11-29,84.5,87.23,83.91,86.97,975161
2024-12-02,87.19,88.335,86.14,86.37,1007344
2024-12-03,86.96,89.92,86.24,88.7,1421739
2024-12-04,90.0,95.92,89.755,94.9,3231670
2024-12-05,94.08,95.3,92.28,92.64,1608907
2024-12-06,93.21,94.22,91.55,92.84,1483212
2024-12-09,93.38,93.38,88.8,89.8,1146088
2024-12-10,89.8,90.155,86.21,86.97,1571733
2024-12-11,88.0,89.8991,86.99,88.2,1594599
2024-12-12,89.87,94.82,89.0,90.75,1836171
2024-12-13,93.6,96.25,91.1,92.92,1427887
2024-12-16,92.83,95.68,92.61,93.18,1654496
2024-12-17,91.4,92.18,88.5,88.92,1391582
2024-12-18,89.97,90.47,81.385,82.9,3009951
2024-12-19,84.4,87.39,82.615,83.56,1482603
2024-12-20,82.3,86.55,81.865,85.08,2130165
2024-12-23,85.25,86.43,82.89,83.22,1538757
2024-12-24,82.9,84.53,81.65,84.34,514446
2024-12-26,83.63,86.4,83.03,85.69,683152
2024-12-27,84.86,85.93,83.26,84.36,583626
2024-12-30,83.21,84.88,82.03,83.84,724618
2024-12-31,83.97,85.5,83.23,83.95,954817
2025-01-02,84.16,86.2625,82.31,85.6,1449159
2025-01-03,86.36,89.61,86.28,89.35,1506295
2025-01-06,90.91,92.76,89.875,90.44,1804237
2025-01-07,90.78,91.33,85.4028,86.59,1714896
2025-01-08,85.77,86.6599,83.23,85.19,1114604
2025-01-10,83.36,86.02,82.7,84.38,1236408
2025-01-13,82.0,83.98,80.0,83.74,1996054
2025-01-14,85.1,87.24,84.65,85.08,1192321
2025-01-15,88.15,89.21,86.16,88.4,1141155
2025-01-16,89.28,90.87,87.765,89.36,1617372
2025-01-17,94.13,94.69,91.64,94.41,1874206
2025-01-21,95.0,97.76,93.83,97.45,1825941
2025-01-22,99.49,104.0,99.1,100.38,2206800
2025-01-23,98.72,100.71,98.2457,99.33,1302544
2025-01-24,100.0,100.6389,95.47,95.65,1786566
2025-01-27,88.73,88.85,71.05,74.17,7619616
2025-01-28,76.8,78.06,74.91,77.8,3546525
2025-01-29,78.11,80.87,77.4001,77.91,1863707
2025-01-30,84.015,88.99,83.07,83.98,2867903
2025-01-31,85.3,88.0,84.54,85.06,2119824
2025-02-03,80.18,85.96,78.8,84.31,2007763
2025-02-04,86.195,88.03,84.39,86.33,3098315
2025-02-05,87.0,90.6499,86.0001,89.19,2859065
2025-02-06,94.0,95.0,88.15,92.67,5130056
2025-02-07,87.11,91.49,84.34,85.9,6389994
2025-02-10,86.09,86.353,81.69,81.93,3574582
2025-02-11,80.55,81.7704,79.47,79.6,2520368
2025-02-12,77.83,80.55,76.58,79.22,1946055
2025-02-13,79.3,80.85,76.57,78.13,2281885
2025-02-14,77.5,79.14,75.52,77.68,1783061
2025-02-18,78.44,81.16,77.21,80.22,1730127
2025-02-19,79.38,79.8391,76.53,77.29,1730476
2025-02-20,77.39,77.415,73.36,76.34,2888153
2025-02-21,77.005,79.47,73.21,73.35,1987812
2025-02-24,73.35,75.89,71.0,72.47,2920877
2025-02-25,72.05,72.14,67.66,70.39,3035157
2025-02-26,72.18,75.63,71.98,72.5,1917336
2025-02-27,75.54,75.57,69.45,69.62,2107377
2025-02-28,68.54,70.62,66.625,70.33,2615148
2025-03-03,71.42,71.42,64.38,65.69,2905334
2025-03-04,62.8,66.89,61.3457,65.09,3304341
2025-03-05,65.14,67.97,63.54,67.34,2117603
2025-03-06,64.57,66.78,60.91,61.09,2890801
2025-03-07,61.55,62.86,57.85,62.11,2899530
2025-03-10,59.66,60.75,55.96,57.41,3676629
2025-03-11,59.51,64.54,58.805,62.05,5382804
2025-03-12,65.08,66.27,63.85,64.02,3680294
2025-03-13,63.19,63.19,58.7,60.29,2759215
2025-03-14,61.82,63.67,60.53,63.61,2284056
2025-03-17,63.96,68.44,63.67,68.31,3365260
2025-03-18,67.5,68.98,63.37,65.88,4650507
2025-03-19,67.05,69.61,65.21,67.17,2433910
2025-03-20,65.91,70.06,65.91,68.83,2189833
2025-03-21,67.15,67.91,66.33,66.61,1762701
2025-03-24,70.51,73.71,70.4,73.63,2576010
2025-03-25,72.68,73.6,69.78,71.07,1539306
2025-03-26,71.0,71.02,65.53,66.11,2459932
2025-03-27,65.0,65.255,63.0,63.98,1835295
2025-03-28,63.24,64.55,61.57,62.58,1716033
2025-03-31,60.85,62.53,59.25,62.34,1597469
2025-04-01,62.03,63.91,59.83,63.59,3602302
2025-04-02,61.84,68.9,61.64,66.82,4008460
2025-04-03,61.4,61.6,53.065,53.45,5501694
2025-04-04,51.44,51.72,45.65,49.56,5873712
2025-04-07,48.01,57.4,47.05,52.26,4811269
2025-04-08,55.83,56.66,48.51,50.02,4243523
2025-04-09,49.48,62.88,48.88,59.81,5106492
2025-04-10,57.59,57.9,52.945,54.47,3274213
2025-04-11,53.29,53.8299,50.63,51.27,4624183
2025-04-14,54.92,55.65,51.41,52.36,3458967
2025-04-15,52.6,54.1529,52.5743,52.69,1897029
2025-04-16,50.25,52.62,50.25,52.21,2058879
2025-04-17,52.25,52.455,50.69,52.0,1094101
2025-04-21,50.27,50.6931,49.13,50.07,1474068
